data_ref,id_cliente,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,qt_pessoas_residencia,renda,renda_log,curso_superior,faixa_etaria,faixa_tempo_emprego
2015-01-01,1268,M,True,True,0,Empresário,Superior completo,Casado,Casa,58,4.586301369863014,2.0,25359.65,10.140914607194095,True,Adulto,0 - 5
2015-01-01,7249,M,True,True,1,Assalariado,Secundário,Solteiro,Casa,31,2.043835616438356,2.0,1171.49,7.066031721846544,False,Adulto,0 - 5
2015-01-01,5551,F,False,False,0,Empresário,Secundário,União,Casa,53,8.545205479452052,2.0,3675.33,8.209398203533892,False,Adulto,6 - 11
2015-01-01,6573,F,True,True,0,Servidor público,Secundário,Solteiro,Casa,45,15.82739726027397,1.0,19763.27,9.89158044344055,False,Adulto,12 - 17
2015-01-01,10667,M,True,True,1,Assalariado,Superior completo,Separado,Casa,44,6.934246575342466,2.0,13678.63,9.523590039962746,True,Adulto,6 - 11
2015-01-01,11760,M,False,True,0,Servidor público,Superior completo,Casado,Casa,26,6.1589041095890416,2.0,5287.82,8.57316134161783,True,Jovem,6 - 11
2015-01-01,12200,M,True,True,1,Assalariado,Secundário,Solteiro,Casa,40,20.60821917808219,2.0,26174.03,10.172522976790363,False,Adulto,18 - 23
2015-01-01,698,F,True,True,0,Pensionista,Superior incompleto,Casado,Casa,58,0.0,2.0,1649.37,7.408148675801686,False,Adulto,Pensionista
2015-01-01,11948,F,False,True,0,Pensionista,Secundário,Viúvo,Casa,61,0.0,1.0,4715.57,8.458625078534983,False,Idoso,Pensionista
2015-01-01,11184,F,True,True,0,Pensionista,Secundário,Casado,Casa,59,0.0,2.0,799.18,6.683586201996188,False,Adulto,Pensionista
2015-01-01,1853,M,True,True,1,Empresário,Secundário,Casado,Casa,24,6.594520547945206,3.0,8264.29,9.019699102148916,False,Jovem,6 - 11
2015-01-01,16032,M,True,True,2,Empresário,Superior completo,Casado,Casa,40,0.6273972602739726,4.0,4016.38,8.298136278409176,True,Adulto,0 - 5
2015-01-01,10295,F,True,True,0,Empresário,Secundário,Casado,Casa,50,19.30958904109589,2.0,4655.96,8.445903398309078,False,Adulto,18 - 23
2015-01-01,1912,F,False,True,1,Assalariado,Secundário,Viúvo,Casa,42,0.8356164383561644,2.0,5611.78,8.632623238743324,False,Adulto,0 - 5
2015-01-01,785,F,False,True,1,Empresário,Secundário,Casado,Casa,37,7.528767123287671,3.0,379.52,5.9389072963693055,False,Adulto,6 - 11
2015-01-01,2514,F,False,True,0,Assalariado,Secundário,Separado,Casa,49,24.301369863013697,1.0,8715.76,9.072888160118627,False,Adulto,24 - 29
2015-01-01,10508,M,False,True,0,Empresário,Secundário,Solteiro,Com os pais,28,3.512328767123288,1.0,1055.21,6.961495078234621,False,Jovem,0 - 5
2015-01-01,6106,M,True,True,1,Assalariado,Superior incompleto,Casado,Casa,31,1.8301369863013703,3.0,1998.33,7.6000671107354,False,Adulto,0 - 5
2015-01-01,10043,F,False,True,0,Pensionista,Secundário,Solteiro,Casa,40,0.0,1.0,1273.34,7.1493986485209,False,Adulto,Pensionista
2015-01-01,6539,F,False,True,0,Empresário,Secundário,Casado,Casa,50,1.747945205479452,2.0,8051.62,8.993628592402132,False,Adulto,0 - 5
2015-01-01,15235,F,False,True,0,Assalariado,Superior completo,Solteiro,Casa,54,7.958904109589041,1.0,6392.79,8.762926071799237,True,Adulto,6 - 11
2015-01-01,5785,M,False,True,0,Empresário,Secundário,Solteiro,Aluguel,51,4.3780821917808215,1.0,2557.77,7.846891064100974,False,Adulto,0 - 5
2015-01-01,3858,F,False,True,0,Pensionista,Secundário,Casado,Governamental,61,0.0,2.0,5955.15,8.692011670389041,False,Idoso,Pensionista
2015-01-01,2103,F,False,True,0,Assalariado,Secundário,Casado,Casa,54,3.0904109589041098,2.0,2083.35,7.641732454030338,False,Adulto,0 - 5
2015-01-01,4457,F,False,False,0,Assalariado,Secundário,União,Com os pais,30,3.9287671232876713,2.0,856.31,6.752632460114138,False,Adulto,0 - 5
2015-01-01,1667,F,True,True,1,Empresário,Superior completo,Casado,Casa,45,7.315068493150685,3.0,2963.48,7.994119532428336,True,Adulto,6 - 11
2015-01-01,1248,M,True,True,0,Pensionista,Secundário,Casado,Casa,64,0.0,2.0,32667.31,10.394130162668228,False,Idoso,Pensionista
2015-01-01,1044,F,True,True,1,Assalariado,Secundário,Casado,Casa,41,9.01917808219178,3.0,4082.3,8.314415834054879,False,Adulto,6 - 11
2015-01-01,1851,F,False,True,2,Assalariado,Secundário,Separado,Casa,40,6.594520547945206,3.0,3557.34,8.176768353548507,False,Adulto,6 - 11
2015-01-01,13066,F,False,True,0,Servidor público,Superior completo,Separado,Casa,45,25.356164383561644,1.0,25664.46,10.152862434445758,True,Adulto,24 - 29
2015-01-01,7153,F,False,True,0,Empresário,Superior completo,Casado,Casa,47,3.2931506849315078,2.0,699.19,6.549922522179553,True,Adulto,0 - 5
2015-01-01,14973,F,True,True,2,Empresário,Superior completo,Casado,Casa,37,17.361643835616437,4.0,8861.49,9.089470201017438,True,Adulto,
2015-01-01,66,M,False,True,0,Assalariado,Secundário,Casado,Casa,51,17.194520547945206,2.0,22184.17,10.007134250446923,False,Adulto,
2015-01-01,557,F,True,True,1,Assalariado,Superior completo,Separado,Casa,26,5.778082191780823,2.0,2990.66,8.003249377812127,True,Jovem,
2015-01-01,6386,M,True,False,2,Empresário,Superior completo,Casado,Casa,39,13.0,4.0,10496.35,9.258782856664489,True,Adulto,12 - 17
2015-01-01,8323,F,True,True,0,Assalariado,Secundário,Casado,Casa,36,14.643835616438356,2.0,1334.97,7.19666409867174,False,Adulto,12 - 17
2015-01-01,81,F,False,True,2,Assalariado,Superior completo,Casado,Casa,30,6.27123287671233,4.0,2749.88,7.919312553344887,True,Adulto,6 - 11
2015-01-01,4985,M,False,False,0,Servidor público,Secundário,Solteiro,Casa,41,6.049315068493152,1.0,7330.85,8.899846749958465,False,Adulto,6 - 11
2015-01-01,12416,F,False,True,0,Servidor público,Superior completo,União,Casa,45,7.534246575342466,2.0,8542.51,9.052810154606263,True,Adulto,6 - 11
2015-01-01,12925,F,True,True,0,Pensionista,Secundário,Casado,Casa,64,0.0,2.0,8358.84,9.031074940470385,False,Idoso,Pensionista
2015-01-01,9985,F,False,True,0,Pensionista,Secundário,Casado,Casa,60,0.0,2.0,3116.73,8.044539654263772,False,Idoso,Pensionista
2015-01-01,605,M,True,True,2,Assalariado,Superior completo,Casado,Casa,37,0.4383561643835616,4.0,2798.9,7.936981761831854,True,Adulto,0 - 5
2015-01-01,4991,F,True,True,0,Assalariado,Secundário,Solteiro,Casa,52,10.720547945205482,1.0,2959.0,7.99260665240021,False,Adulto,6 - 11
2015-01-01,6932,F,False,False,0,Assalariado,Secundário,Casado,Governamental,50,0.3753424657534247,2.0,4339.98,8.3756250187889,False,Adulto,0 - 5
2015-01-01,2731,M,False,True,0,Empresário,Secundário,Casado,Casa,34,11.065753424657538,2.0,4738.24,8.463421037720353,False,Adulto,
2015-01-01,4311,F,True,True,0,Empresário,Superior completo,Casado,Casa,35,0.8383561643835616,2.0,1935.76,7.5682552932098375,True,Adulto,0 - 5
2015-01-01,650,F,False,True,0,Assalariado,Secundário,União,Casa,58,3.024657534246576,2.0,3359.43,8.11952659570913,False,Adulto,0 - 5
2015-01-01,6834,F,True,True,1,Servidor público,Superior completo,Casado,Casa,41,4.4602739726027405,3.0,3823.38,8.248890127134958,True,Adulto,0 - 5
2015-01-01,11068,F,False,True,1,Servidor público,Superior completo,União,Casa,46,25.19178082191781,3.0,11721.03,9.369139943228479,True,Adulto,24 - 29
2015-01-01,2937,M,False,True,0,Assalariado,Secundário,Casado,Casa,53,12.473972602739725,2.0,6030.21,8.704537114985472,False,Adulto,12 - 17
2015-01-01,962,F,True,False,1,Assalariado,Superior completo,União,Casa,31,2.0136986301369864,3.0,3740.97,8.2271002150698,True,Adulto,0 - 5
2015-01-01,9300,F,True,False,0,Servidor público,Secundário,Casado,Casa,46,8.01917808219178,2.0,2622.49,7.871879527107796,False,Adulto,6 - 11
2015-01-01,5343,F,False,True,0,Empresário,Superior completo,União,Casa,30,0.7589041095890411,2.0,1555.16,7.349333713210797,True,Adulto,0 - 5
2015-01-01,15605,M,False,True,0,Assalariado,Secundário,Casado,Casa,42,9.627397260273971,2.0,8651.81,9.065523826591413,False,Adulto,6 - 11
2015-01-01,2667,F,False,True,0,Pensionista,Superior completo,Casado,Casa,60,0.0,2.0,4817.12,8.479931518090739,True,Idoso,Pensionista
2015-01-01,3433,F,True,True,0,Assalariado,Superior completo,Separado,Casa,47,23.2027397260274,1.0,3515.35,8.164894372545145,True,Adulto,
2015-01-01,15690,F,False,False,1,Empresário,Secundário,Casado,Casa,38,2.180821917808219,3.0,4058.06,8.308460305885129,False,Adulto,0 - 5
2015-01-01,2850,F,False,True,0,Assalariado,Secundário,Casado,Casa,37,1.1369863013698631,2.0,1449.57,7.279022239710325,False,Adulto,0 - 5
2015-01-01,16073,M,True,False,1,Assalariado,Superior completo,Casado,Casa,26,1.3753424657534246,3.0,2122.16,7.660189716896953,True,Jovem,0 - 5
2015-01-01,13808,M,True,False,0,Assalariado,Superior completo,Casado,Casa,45,4.287671232876712,2.0,12707.07,9.449913810464052,True,Adulto,0 - 5
2015-01-01,6028,M,True,True,0,Assalariado,Secundário,Casado,Casa,36,2.2164383561643834,2.0,1210.97,7.099176970331293,False,Adulto,0 - 5
2015-01-01,15266,M,True,False,0,Empresário,Secundário,Casado,Aluguel,29,4.035616438356166,2.0,17333.66,9.760405554871713,False,Jovem,0 - 5
2015-01-01,10291,F,True,True,0,Empresário,Secundário,Casado,Casa,50,19.30958904109589,2.0,5907.97,8.68405756577785,False,Adulto,18 - 23
2015-01-01,3532,F,False,True,2,Empresário,Secundário,Casado,Casa,42,1.6821917808219178,4.0,905.85,6.80887372942202,False,Adulto,0 - 5
2015-01-01,10326,F,False,False,0,Empresário,Superior completo,Casado,Com os pais,54,4.216438356164384,2.0,1223.06,7.109111194173074,True,Adulto,0 - 5
2015-01-01,3300,M,False,True,0,Pensionista,Secundário,União,Casa,60,0.0,2.0,4149.39,8.33071661446915,False,Idoso,Pensionista
2015-01-01,8874,F,False,True,0,Empresário,Superior completo,Solteiro,Casa,56,25.394520547945213,1.0,57222.81,10.954707874101558,True,Adulto,24 - 29
2015-01-01,5250,F,False,False,0,Empresário,Secundário,Casado,Casa,43,0.4301369863013699,2.0,2652.35,7.883201318464974,False,Adulto,0 - 5
2015-01-01,4995,M,True,True,1,Assalariado,Superior completo,Casado,Casa,32,10.63835616438356,3.0,11625.78,9.360980324978863,True,Adulto,6 - 11
2015-01-01,13466,M,True,False,0,Assalariado,Secundário,Casado,Casa,27,7.019178082191781,2.0,22464.67,10.019699131879342,False,Jovem,6 - 11
2015-01-01,10931,F,False,False,1,Empresário,Superior completo,Casado,Casa,34,3.602739726027397,3.0,2474.98,7.81398759416206,True,Adulto,0 - 5
2015-01-01,10212,F,False,True,1,Empresário,Secundário,Casado,Casa,46,7.805479452054794,3.0,6260.74,8.74205366797041,False,Adulto,6 - 11
2015-01-01,1407,F,False,True,0,Assalariado,Secundário,Casado,Casa,26,3.6821917808219182,2.0,1969.62,7.585595909724694,False,Jovem,0 - 5
2015-01-01,2286,F,True,True,0,Empresário,Superior completo,Viúvo,Casa,53,14.6,1.0,9380.83,9.146423524226329,True,Adulto,12 - 17
2015-01-01,12159,M,True,True,1,Assalariado,Superior completo,Casado,Casa,37,0.2657534246575343,3.0,2744.44,7.917332325845339,True,Adulto,0 - 5
2015-01-01,4778,F,True,True,1,Empresário,Secundário,Casado,Casa,37,4.608219178082192,3.0,941.31,6.847272522102396,False,Adulto,0 - 5
2015-01-01,3871,F,False,True,0,Pensionista,Secundário,Casado,Casa,55,0.0,2.0,557.69,6.323803252447588,False,Adulto,Pensionista
2015-01-01,13500,M,True,False,2,Assalariado,Superior completo,Casado,Com os pais,31,13.852054794520548,4.0,9202.55,9.127235898544583,True,Adulto,12 - 17
2015-01-01,4544,M,False,True,0,Assalariado,Secundário,União,Casa,41,4.178082191780821,2.0,1932.18,7.566404178134486,False,Adulto,0 - 5
2015-01-01,13001,M,True,False,1,Empresário,Superior completo,Solteiro,Estúdio,59,11.6,2.0,4063.18,8.309721197246136,True,Adulto,
2015-01-01,9316,F,False,False,1,Assalariado,Secundário,Casado,Casa,38,2.0136986301369864,3.0,1831.13,7.51268854160802,False,Adulto,0 - 5
2015-01-01,2453,M,False,True,1,Assalariado,Superior completo,Casado,Casa,37,14.95890410958904,3.0,11394.5,9.340886061822825,True,Adulto,12 - 17
2015-01-01,16231,F,False,True,0,Empresário,Secundário,Casado,Casa,46,2.5424657534246577,2.0,4670.46,8.449012846882695,False,Adulto,0 - 5
2015-01-01,8470,F,False,False,0,Empresário,Superior completo,Casado,Com os pais,42,1.1315068493150684,2.0,3756.67,8.231288205676766,True,Adulto,0 - 5
2015-01-01,12563,F,True,False,0,Assalariado,Secundário,Casado,Casa,46,1.8657534246575345,2.0,4464.82,8.403984178948154,False,Adulto,0 - 5
2015-01-01,2043,F,False,True,0,Pensionista,Secundário,Casado,Casa,64,0.0,2.0,2834.81,7.949730194515599,False,Idoso,Pensionista
2015-01-01,14790,M,True,False,2,Empresário,Secundário,Casado,Casa,40,19.06027397260274,4.0,31763.82,10.366083185206449,False,Adulto,18 - 23
2015-01-01,6580,F,True,True,0,Pensionista,Secundário,Solteiro,Casa,64,0.0,1.0,1637.7,7.4010480974558215,False,Idoso,Pensionista
2015-01-01,14895,M,False,False,0,Assalariado,Secundário,Casado,Casa,40,5.717808219178082,2.0,11838.5,9.379112211223054,False,Adulto,
2015-01-01,4756,F,True,True,2,Assalariado,Superior incompleto,Casado,Casa,31,0.3534246575342465,4.0,1947.06,7.574075821538363,False,Adulto,0 - 5
2015-01-01,4951,F,False,False,1,Assalariado,Secundário,Separado,Casa,45,2.7150684931506848,2.0,1150.79,7.0482039420324085,False,Adulto,0 - 5
2015-01-01,15650,M,False,False,0,Assalariado,Superior completo,União,Casa,41,0.5452054794520548,2.0,1799.7,7.4953752633271575,True,Adulto,0 - 5
2015-01-01,8584,F,False,True,2,Assalariado,Superior completo,Casado,Casa,37,15.646575342465756,4.0,3278.0,8.094988759303774,True,Adulto,12 - 17
2015-01-01,3417,F,True,True,0,Assalariado,Superior completo,Casado,Casa,34,2.2575342465753425,2.0,1935.05,7.567888444923322,True,Adulto,0 - 5
2015-01-01,4543,M,False,True,0,Assalariado,Secundário,União,Casa,41,4.178082191780821,2.0,1360.56,7.215651658684158,False,Adulto,0 - 5
2015-01-01,8974,F,False,True,0,Pensionista,Primário,Casado,Casa,68,0.0,2.0,2471.64,7.812637176904387,False,Idoso,Pensionista
2015-01-01,9345,F,True,False,0,Assalariado,Superior completo,Casado,Casa,55,6.934246575342466,2.0,967.76,6.874984122651592,True,Adulto,6 - 11
2015-01-01,12740,M,False,False,0,Assalariado,Secundário,União,Casa,62,0.2794520547945205,2.0,714.38,6.571415033649691,False,Idoso,0 - 5
2015-01-01,281,M,True,False,0,Assalariado,Secundário,Casado,Casa,52,0.2712328767123288,2.0,6772.53,8.820630003628288,False,Adulto,0 - 5
2015-01-01,1365,M,True,True,0,Empresário,Secundário,União,Casa,32,4.586301369863014,2.0,7705.3,8.949663682752242,False,Adulto,0 - 5
2015-01-01,13508,F,False,False,1,Assalariado,Superior completo,Casado,Casa,44,5.5178082191780815,3.0,5426.32,8.599016466783993,True,Adulto,
2015-01-01,9904,M,True,True,0,Empresário,Secundário,Casado,Casa,28,3.095890410958904,2.0,1920.98,7.560590751470215,False,Jovem,0 - 5
2015-01-01,1183,F,False,True,1,Assalariado,Secundário,Solteiro,Casa,49,15.26027397260274,2.0,8912.51,9.095211186741558,False,Adulto,12 - 17
2015-01-01,11805,F,True,True,1,Empresário,Secundário,Casado,Casa,30,2.345205479452055,3.0,7454.7,8.916599984940438,False,Adulto,0 - 5
2015-01-01,5334,M,True,True,2,Assalariado,Secundário,União,Casa,35,13.186301369863012,4.0,5497.07,8.611970501998245,False,Adulto,12 - 17
2015-01-01,8588,F,True,True,0,Empresário,Secundário,Casado,Casa,39,5.304109589041096,2.0,1369.68,7.222332414896562,False,Adulto,
2015-01-01,5776,F,False,False,0,Empresário,Secundário,Casado,Casa,49,11.63013698630137,2.0,757.36,6.629838701820636,False,Adulto,
2015-01-01,2555,M,True,True,1,Assalariado,Secundário,Casado,Casa,47,0.5561643835616439,3.0,3856.49,8.257512722345929,False,Adulto,0 - 5
2015-01-01,4272,F,True,True,0,Servidor público,Superior completo,Solteiro,Casa,60,41.2,1.0,16178.0,9.691407573577898,True,Idoso,
2015-01-01,9246,F,True,True,0,Assalariado,Superior completo,União,Casa,31,5.512328767123288,2.0,11503.65,9.350419655297724,True,Adulto,
2015-01-01,13393,F,True,False,0,Pensionista,Superior completo,Viúvo,Casa,57,0.0,1.0,1849.31,7.522567875527678,True,Adulto,Pensionista
2015-01-01,11401,F,True,False,0,Pensionista,Secundário,União,Casa,59,0.0,2.0,3602.31,8.189330585330836,False,Adulto,Pensionista
2015-01-01,12747,F,False,True,0,Empresário,Secundário,Casado,Casa,55,3.032876712328767,2.0,6577.55,8.791417614557924,False,Adulto,0 - 5
2015-01-01,1691,F,False,False,0,Empresário,Secundário,Casado,Casa,56,5.06027397260274,2.0,2462.32,7.808859273927868,False,Adulto,
2015-01-01,11846,F,False,True,0,Pensionista,Secundário,Solteiro,Casa,59,0.0,1.0,951.55,6.858092233963037,False,Adulto,Pensionista
2015-01-01,14210,F,True,True,0,Empresário,Secundário,Solteiro,Casa,51,0.873972602739726,1.0,2029.38,7.615485606666826,False,Adulto,0 - 5
2015-01-01,16425,F,False,False,0,Pensionista,Secundário,União,Casa,57,0.0,2.0,1236.52,7.120056261517277,False,Adulto,Pensionista
2015-01-01,10693,F,True,True,1,Empresário,Superior incompleto,Casado,Casa,46,0.3479452054794521,3.0,3478.79,8.154439811157035,False,Adulto,0 - 5
2015-01-01,9703,F,False,True,0,Assalariado,Secundário,Casado,Casa,50,11.268493150684929,2.0,1592.11,7.372815459494733,False,Adulto,
2015-01-01,11691,F,False,True,0,Empresário,Superior completo,Solteiro,Comunitário,33,6.076712328767122,1.0,8457.2,9.042773428550714,True,Adulto,6 - 11
2015-01-01,2160,M,False,False,1,Assalariado,Secundário,Separado,Com os pais,42,4.424657534246577,2.0,5550.5,8.621643292772703,False,Adulto,0 - 5
2015-01-01,10624,M,False,True,0,Empresário,Secundário,Casado,Casa,57,0.8438356164383561,2.0,6533.86,8.784753165546405,False,Adulto,0 - 5
2015-01-01,2633,F,True,True,2,Assalariado,Secundário,Casado,Casa,33,0.726027397260274,4.0,4579.6,8.429366937049657,False,Adulto,0 - 5
2015-01-01,1641,M,True,True,0,Assalariado,Secundário,Casado,Casa,50,5.06027397260274,2.0,726.1,6.587687746386201,False,Adulto,
2015-01-01,11053,M,True,True,0,Empresário,Secundário,Casado,Casa,49,9.523287671232875,2.0,9001.2,9.105113180763592,False,Adulto,6 - 11
2015-01-01,5131,F,False,True,0,Empresário,Secundário,Casado,Casa,45,7.638356164383563,2.0,4909.73,8.49897422945987,False,Adulto,6 - 11
2015-01-01,4499,F,True,False,0,Empresário,Superior completo,Casado,Casa,53,4.597260273972604,2.0,1620.37,7.390409797209976,True,Adulto,0 - 5
2015-01-01,11444,F,True,False,0,Pensionista,Secundário,Casado,Casa,57,0.0,2.0,6816.75,8.827138097666989,False,Adulto,Pensionista
2015-01-01,6954,M,True,True,1,Assalariado,Secundário,Casado,Casa,31,2.375342465753425,3.0,8104.41,9.000163636948871,False,Adulto,0 - 5
2015-01-01,2550,F,True,True,1,Assalariado,Secundário,Casado,Casa,38,15.232876712328768,3.0,8370.15,9.032427084469893,False,Adulto,12 - 17
2015-01-01,6344,F,False,False,0,Assalariado,Superior completo,Casado,Casa,36,7.249315068493152,2.0,3186.45,8.066662723434002,True,Adulto,6 - 11
2015-01-01,5339,M,True,True,2,Assalariado,Secundário,União,Casa,35,13.186301369863012,4.0,5232.15,8.562577562450837,False,Adulto,12 - 17
2015-01-01,7755,F,False,True,0,Servidor público,Primário,Viúvo,Casa,51,7.104109589041097,1.0,1995.82,7.598810272444195,False,Adulto,6 - 11
2015-01-01,13770,M,True,True,2,Assalariado,Secundário,Casado,Casa,31,7.958904109589041,4.0,3646.91,8.201635512686794,False,Adulto,6 - 11
2015-01-01,16590,F,True,True,0,Pensionista,Superior completo,Casado,Casa,57,0.0,2.0,6540.02,8.785695502550544,True,Adulto,Pensionista
2015-01-01,7165,F,False,False,1,Assalariado,Secundário,União,Com os pais,30,1.9616438356164383,3.0,459.13,6.129333394360957,False,Adulto,0 - 5
2015-01-01,3176,M,False,False,0,Assalariado,Secundário,Casado,Casa,56,11.227397260273971,2.0,5975.19,8.695371175457309,False,Adulto,
2015-01-01,13415,F,True,False,0,Empresário,Superior completo,Solteiro,Casa,38,8.186301369863013,1.0,4884.94,8.493912281904011,True,Adulto,6 - 11
2015-01-01,14046,F,False,False,0,Servidor público,Superior completo,Casado,Casa,31,6.043835616438357,2.0,1630.88,7.396875025420103,True,Adulto,6 - 11
2015-01-01,2443,F,False,False,0,Pensionista,Superior completo,Viúvo,Casa,58,0.0,1.0,2836.1,7.950185147961255,True,Adulto,Pensionista
2015-01-01,11867,F,False,False,0,Assalariado,Superior completo,Separado,Casa,52,2.7452054794520557,1.0,7934.99,8.97903737272027,True,Adulto,0 - 5
2015-01-01,5210,M,True,True,0,Pensionista,Secundário,Casado,Casa,58,0.0,2.0,23536.31,10.06629961406651,False,Adulto,Pensionista
2015-01-01,7635,F,False,True,0,Pensionista,Secundário,Viúvo,Casa,67,0.0,1.0,1346.92,7.205575783406842,False,Idoso,Pensionista
2015-01-01,7967,M,True,True,0,Assalariado,Superior completo,Casado,Casa,51,1.4684931506849317,2.0,1026.82,6.934221926797163,True,Adulto,0 - 5
2015-01-01,7577,F,False,True,0,Assalariado,Secundário,Solteiro,Casa,48,21.03013698630137,1.0,6028.89,8.704318193174512,False,Adulto,18 - 23
2015-01-01,4441,M,False,False,0,Pensionista,Secundário,Casado,Casa,62,0.0,2.0,2518.24,7.8313155238032905,False,Idoso,Pensionista
2015-01-01,7257,F,False,True,0,Assalariado,Secundário,Casado,Casa,42,4.046575342465753,2.0,2123.13,7.66064669393121,False,Adulto,0 - 5
2015-01-01,4664,F,False,True,0,Assalariado,Superior completo,Solteiro,Casa,24,3.104109589041096,1.0,2715.22,7.906628260392727,True,Jovem,0 - 5
2015-01-01,6744,F,False,True,1,Servidor público,Superior completo,Casado,Casa,36,13.136986301369864,3.0,3909.95,8.271279865173863,True,Adulto,12 - 17
2015-01-01,12576,F,False,False,0,Assalariado,Secundário,Casado,Casa,51,25.54794520547945,2.0,6736.28,8.815263122754212,False,Adulto,24 - 29
2015-01-01,10136,F,False,True,2,Assalariado,Secundário,Casado,Casa,39,18.13972602739726,4.0,12752.66,9.453495156277873,False,Adulto,18 - 23
2015-01-01,15824,M,False,True,0,Empresário,Superior completo,Casado,Casa,31,1.1232876712328768,2.0,3236.86,8.082359003068172,True,Adulto,0 - 5
2015-01-01,1032,M,False,True,1,Assalariado,Secundário,Casado,Casa,37,1.7534246575342465,3.0,5847.17,8.67371306249219,False,Adulto,0 - 5
2015-01-01,8091,M,True,True,0,Assalariado,Secundário,Casado,Casa,42,9.252054794520548,2.0,7603.64,8.936382358984162,False,Adulto,6 - 11
2015-01-01,4531,F,False,False,0,Assalariado,Secundário,Casado,Casa,53,3.4301369863013704,2.0,964.63,6.871744608125743,False,Adulto,0 - 5
2015-01-01,15199,M,False,True,1,Empresário,Secundário,União,Casa,46,14.375342465753429,3.0,6004.87,8.700326085653604,False,Adulto,12 - 17
2015-01-01,1048,F,False,True,2,Assalariado,Primário,Casado,Casa,36,14.257534246575348,4.0,13084.3,9.479168317163376,False,Adulto,12 - 17
2015-01-01,14450,M,False,True,0,Assalariado,Secundário,Casado,Casa,30,4.454794520547946,2.0,3046.42,8.021722409701546,False,Adulto,0 - 5
2015-01-01,3079,F,False,True,0,Assalariado,Superior completo,Separado,Casa,60,4.216438356164384,1.0,7276.7,8.892432741717426,True,Idoso,0 - 5
2015-01-01,13193,M,True,True,0,Assalariado,Secundário,União,Casa,49,18.523287671232875,2.0,33429.16,10.417183851967133,False,Adulto,18 - 23
2015-01-01,12184,M,True,False,0,Empresário,Secundário,Casado,Casa,31,5.6054794520547935,2.0,4929.31,8.502954297809453,False,Adulto,
2015-01-01,2750,F,False,True,0,Assalariado,Secundário,Casado,Casa,43,8.312328767123287,2.0,1878.91,7.53844710044834,False,Adulto,6 - 11
2015-01-01,10723,M,False,False,1,Assalariado,Secundário,Casado,Casa,30,3.4356164383561643,3.0,9254.59,9.132874923648133,False,Adulto,0 - 5
2015-01-01,8971,F,False,True,0,Pensionista,Primário,Casado,Casa,68,0.0,2.0,1035.94,6.943064506084371,False,Idoso,Pensionista
2015-01-01,15622,F,False,True,0,Assalariado,Secundário,Casado,Casa,50,5.958904109589041,2.0,5507.47,8.613860631544096,False,Adulto,
2015-01-01,8507,F,True,True,1,Assalariado,Secundário,Casado,Casa,35,2.5506849315068494,3.0,2267.66,7.726503741793165,False,Adulto,0 - 5
2015-01-01,842,F,False,True,0,Pensionista,Primário,Casado,Casa,61,0.0,2.0,2463.31,7.809261252969465,False,Idoso,Pensionista
